2018-11-19 16:33:37,673 - StartUp.py - 8 : --------------------开始--------------------
2018-11-19 16:33:46,215 - pipelines.py - 126 : open_sina7x24_spider
2018-11-19 16:34:20,629 - MongoDBStudy.py - 36 : 数据库已存在！
2018-11-19 16:34:20,632 - MongoDBStudy.py - 51 : 集合已存在！
2018-11-19 16:34:20,650 - MongoDBStudy.py - 88 : 数据总量：264
2018-11-19 16:34:20,673 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:17:39', 'info': '【人社部拟规定：工程项目按项目参加工伤保险】今日《社会保险经办管理服务条例（征求意见稿）》公开向社会征求意见。农民工是社保未覆盖的主要群体，而工程建设领域又是农民工的重要就业领域，此次条例明确，工程建设项目按项目参加工伤保险。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:23:31', 'info': '【陕西省着手打造千亿级苹果产业】今年，陕西省提出了发展以千亿级苹果产业为重点的果业。未来5年，陕西省将聚集优势资源发展苹果特色产业，从加大水肥建设、采后处理、苗木体系建设等方面重点着手，打造千亿级苹果产业。陕西省还将集中精力，支持培育、整合一批有市场影响力的区域公用品牌、企业品牌和产品品牌。同时陕西省将尽快完成国家级苹果产业大数据中心建设，加强国家级苹果产业大数据平台建设。（陕西日报）'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:25:10', 'info': '【红杉资本领投 智加科技完成新一轮融资 无人重卡竞逐再度升温】在宣布和满帮集团达成独家战略合作将近一周后，自动驾驶科技公司智加科技又传来新一轮融资消息。11月15日，智加科技宣布完成A+轮融资，由红杉资本中国基金领投。此前智加科技已经获得满帮集团、金沙江创投、光速中国、华创资本等重量级投资方投资。（每经）'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 12:28:50', 'info': '【蔚来汽车高速换电网络落地 18座换电站落地京港澳高速 ES8车主免费换电】今日，蔚来汽车官方宣布，蔚来换电站现已贯穿G4京港澳高速，这也是全球首个高速换电网络落地。据了解，京港澳高速公路全长约2285公里，是连接我国南北的交通大动脉。共计18个蔚来换电站分布于石家庄、郑州、武汉、长沙、广州等重点城市周边14个服务区。据了解，蔚来ES8换电从车辆举升到完成差不多3分半钟，比加油更快。未来一年内，蔚来还将着力于中东部地区的骨干高速换电络建设。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:12:51', 'info': '富通鑫茂在互动平台表示，公司参与投资上海擎佑股权投资中心，其持有上海趵虎投资管理中心3.41%股份。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:15:29', 'info': '【雄安容东片区智能城市专项规划项目中标候选人公示，杰赛科技位列第一】中国雄安集团日前公示了雄安新区容东片区智能城市专项规划项目中标候选人，其中001第1包中，杰赛科技以585万元的投标价格排在第一位。此次公示期到11月15日为止。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:18:17', 'info': '穆迪：亚太新兴市场信用状况整体稳定。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:06', 'info': '【山东2019年实现排污许可证覆盖 2020年实现排污许可制覆盖】山东省生态环境厅近日发文，要求各市环保局按时完成许可证核发任务，2019年实现排污许可证覆盖涉及全省污染防治攻坚战的所有重点行业，2020年实现排污许可制覆盖所有固定污染源。'}
2018-11-19 16:34:20,674 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:23', 'info': '【京津冀地区雾霾15日起逐渐消散 专家：高湿、逆温等条件系重污染过程诱因】从本周一（12日）开始，京津冀以及周边地区正在经历一次大气重污染过程。国家大气污染防治攻关联合中心组织专家会商进行了权威解读。中科院大气物理研究所研究员王自发表示，大雾、高湿、逆温等极端不利气象条件是此轮大气重污染过程的诱因。除了极端不利气象条件，此次京津冀及周边地区重污染天气的出现，污染物排放量大才是主要原因。（央广）'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:21:43', 'info': '澳大利亚ASX200指数收盘上涨0.06%，报5736.00点。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:22:08', 'info': '互联网金融板块午后崛起，金证股份封涨停，同花顺大涨7%，东方财富、大智慧、恒生电子纷纷冲高。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:35:54', 'info': '法拉第未来（FF）声明：计划将在2020年进行IPO。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:39:44', 'info': '上证指数涨1%，深证成指涨0.7%，创业板指涨0.9%。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:41:12', 'info': '【华达科技：北汽华达产业基金已投资入股多家公司】华达科技在互动平台上表示，目前，北汽华达产业基金已投资了山东莱阳市昌誉密封产品有限公司、山东泰展机电科技股份有限公司、苏州天瞳威视电子科技有限公司、赛特斯信息科技股份有限公司、湖南长远锂科有限公司等项目。华达科技2017年与北汽产投共同发起成立了北汽华达汽车产业并购基金。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:45:52', 'info': '【支持工具加速落地 民企发债信心提振 CRMW已助力12家民企发行债券66亿元】截至11月12日，江苏、浙江、广东3省已成功创设29.5亿元信用风险缓释凭证（CRMW），已成交15.8亿元，正在配售6亿元，支持12家民营企业发行债券66.2亿元。据悉，近期，北京、江苏、广东、宁夏4省（市、区）还有23单支持工具即将落地。（中国金融时报）'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:50:29', 'info': '【吉利长城就广告门事件达成和解：系有人捏造信息制造误解】吉利汽车与长城汽车发布联合声明，称该事已经查明，系有人冒用吉利汽车员工名义，捏造不实信息攻击长城，误导舆论，制造误解。声明表示，双方将在各自官方信息平台删除有关声明，撤销法律诉讼，不再就此事发表任何评论。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:51:16', 'info': '【神州高铁与北京公交有轨电车签署战略合作协议】双方一致同意，未来将建立轨道交通市场信息共享互通机制，在轨道交通项目上开展全面系统的合作。双方充分整合资金、资质、技术、管理等资源，通过组建联合体、成立合资公司、股权投资等多种方式合作开发项目。同时发挥双方在轨道交通运营维保、人才培养等领域的优势，不断扩大合作范围和领域，全面提升合作层次和水平，共同推动双方资本、技术、管理优势互补和品牌升级，实现互利共赢、共同发展。'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:52:26', 'info': '【上海设立百亿规模上市公司纾困基金】上海市委市政府近期出台了《关于全面提升民营经济活力 大力促进民营经济健康发展的若干意见》，其中提出要加大流动性风险专项防范力度，建立规模为100亿元的上市公司纾困基金。日前，上海以市属国资平台国盛集团为主，联合相关市属国企，发起设立100亿规模上市公司纾困基金。（中国证券网）'}
2018-11-19 16:34:20,675 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:55:29', 'info': '【河南：到2020年高新技术企业力争突破4500家】近日，河南省科技厅、省财政厅、省税务局、省发改委等7部门联合印发了《高新技术企业倍增计划实施方案》，全力促进高新技术企业健康快速发展。《实施方案》编制了三年工作“路线图”，提出到2020年高新技术企业力争突破4500家的发展目标。据悉，为实现这一目标，河南省将实施“小升高”培育行动。建立高新技术企业后备库，力争2020年累计入库企业6000家以上。鼓励各地设立专项培育资金，设置培育发展台账，加大入库企业培育力度。建设一批高新技术企业培育服务机构，不断完善培育服务体系。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:57:26', 'info': '【北上广深二手房降价了，环比下降0.2%】 今日，国家统计局发布了2018年10月份70个大中城市商品住宅销售价格变动情况。统计数据显示，从环比看，4个一线城市新建商品住宅销售价格持平；二手住宅销售价格下降0.2%，降幅比上月扩大0.1个百分点，其中北京、上海和广州均下降0.2%，深圳下降0.6%。二线城市新建商品住宅和二手住宅销售价格环比涨幅均回落。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:00:04', 'info': '【兴业银行成首家完成境内境外绿色金融债发行中资商业银行】兴业银行式发行首支境外绿色金融债券，同期发行的有美元和欧元两个品种，即6亿美元三年期定价3M LIBOR+85BP，3亿欧元三年期定价3M Euribor+ 85BP。由此，兴业银行成为了中资商业银行中首家完成境内境外两个市场绿色金融债发行的银行，同时亦成为全球绿色金融债发行余额最大的商业金融机构。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:00:52', 'info': '日本日经225指数收跌0.2%，报21803.62点；东证指数收盘跌0.1%至1638.97点。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:05:39', 'info': '【嘉楠耘智的IPO申请已失效，消息人士称其今年无法完成IPO】香港证券交易所网站显示，嘉楠耘智的香港IPO申请在提交了6个月后已经失效，筹资目标约为4亿美元。中国其他比特币矿商的前景受到质疑。消息人士表示，香港证券交易所对嘉楠耘智的业务模式和前景存在许多疑问，并且嘉楠耘智今年不能完成IPO，因为港交所没有更新上市听证会。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:07:09', 'info': '高盛据称将在2019年内对10到15家日本初创企业进行投资。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:07:31', 'info': '统计局：10月汽油产量1240万吨，同比增长8.2%。10月柴油产量1493万吨，同比下降7.9%。10月燃油产量203万吨，同比下降14%。10月液化石油气产量350万吨，同比增长13.3%。10月煤油产量394万吨，同比增长2.7%。10月铝产量565万吨，同比增长8.7%。10月铅产量46万吨，同比增长23.7%。10月锌产量50.1万吨，同比下降7.6%。10月铁矿石产量6882万吨，同比增长0.9%。10月铜精矿产量73.6万吨，同比增长3.8%。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:08:02', 'info': '【河钢股份：正在研究考虑回购股份 暂无具体方案】今日，河钢股份披露了投资者关系活动记录表。11月14日，天风证券、湘财基金、远大物产、大钧资产一行到公司调研，了解公司经营情况、钢材产品近期销售情况、股份回购计划等。公司表示，正在研究考虑回购股份，但还没有具体方案。（中证网）'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:08:52', 'info': '巴克莱：将四季度WTI原油预期由66美元/桶上调至68美元/桶。预计布油四季度在75美元/桶。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:12:23', 'info': '【中关村储能产业技术联盟：2018年是中国电网侧储能发展元年】电网侧规模化储能电站应用与技术论坛于11月15日在南京召开，中关村储能产业技术联盟高级研究经理岳芬表示，根据该联盟研究部关于全球储能项目的统计数据，自2011年到2018年，日本、美国、中国、英国这四个国家电网侧的项目都取得了比较大的发展。从数据来看，江苏、湖南、河南电网侧的储能项目给中国储能市场规模带来了翻倍的增长。对中国来说，2018年是电网侧储能发展的元年。'}
2018-11-19 16:34:20,676 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:13:27', 'info': '【南京规划二十四条过江通道】11月10日，南京建宁西路、仙新路两条过江通道同时开建，加上前两年开工的长江五桥与和燕路通道，南京目前共有4条过江通道在建。南京过江通道规划建设总数超过全省一半——长江江苏段规划45条过江通道，其中南京段就有24条；南京主城区29公里长江岸线，更是集中15座过江通道。让天堑变通途，南京逐步构筑起辐射周边的“米”字形交通网，还在长江两岸绘就千万级人口城市的建设蓝图。（中国江苏网）'}
